DEPT,SP,CALM,CALD,CALN,GR,MINV,MNOR,LWTLB,DRHO,SFL,RHOB,NPLS,PE,CILD,ILD,DPLS,PIRM
2830.0,,,,,,,,,,,,,,,,,
2830.5,50.63,9.05,9.1,9.25,77.7,25.43,22.83,1077.2,0.0,13.51,2.7,5.2,4.66,145.33,6.88,0.32,
2831.0,49.94,9.05,9.11,9.25,95.61,24.69,17.61,1081.17,-0.0,9.93,2.67,6.4,4.18,160.89,6.22,2.13,5.92
2831.5,48.8,9.06,9.11,9.28,121.6,19.74,12.5,1084.09,-0.01,7.03,2.62,9.43,3.97,180.03,5.55,5.43,4.94
2832.0,47.42,9.12,9.11,9.26,154.57,11.12,6.7,1083.47,-0.0,5.39,2.56,14.59,3.75,204.15,4.9,9.05,4.0
2832.5,46.03,9.14,9.11,9.53,187.12,4.1,3.38,1077.55,0.0,4.76,2.48,19.22,3.53,228.68,4.37,13.21,3.39
2833.0,44.61,9.22,9.19,10.07,213.77,3.28,2.82,1068.91,0.01,4.65,2.39,23.93,3.27,247.81,4.04,18.95,3.22
2833.5,43.22,9.33,9.96,9.77,225.92,2.23,2.53,1062.14,0.02,4.84,2.28,28.47,2.92,259.86,3.85,24.92,3.41
2834.0,42.05,9.58,9.92,9.52,194.43,2.1,2.21,1060.69,0.03,5.03,2.21,32.99,2.56,260.48,3.84,29.52,3.77
2834.5,41.78,10.12,10.01,9.6,132.4,1.98,2.39,1064.96,0.05,5.19,2.2,32.26,2.35,250.84,3.99,29.8,4.17
2835.0,42.24,10.79,10.05,9.57,93.36,2.0,2.3,1070.49,0.07,5.23,2.22,30.15,2.46,236.51,4.23,28.64,4.57
2835.5,42.62,11.19,9.62,9.47,80.76,2.16,2.44,1075.32,0.13,5.28,2.26,31.92,2.66,217.29,4.6,26.35,4.97
2836.0,42.64,10.69,9.16,9.41,77.06,2.4,2.44,1078.29,0.25,5.66,2.38,32.55,2.74,199.82,5.0,19.23,5.35
2836.5,42.68,10.08,9.15,9.37,79.78,2.69,2.68,1079.74,0.33,6.46,2.5,28.74,2.75,187.91,5.32,12.02,5.65
2837.0,43.05,9.58,9.15,9.39,83.54,3.96,3.85,1079.71,0.27,7.29,2.56,25.5,2.91,179.73,5.56,8.9,5.76
2837.5,43.41,9.27,9.15,9.43,88.57,6.02,5.47,1078.41,0.15,7.57,2.55,22.48,3.22,173.83,5.75,9.37,5.68
2838.0,43.2,9.21,9.15,9.42,92.53,6.47,5.67,1074.2,0.07,7.3,2.53,19.96,3.52,170.53,5.86,10.33,5.54
2838.5,42.28,9.43,9.15,9.38,95.32,5.04,4.93,1067.59,0.05,6.95,2.53,19.87,3.75,170.74,5.86,10.78,5.43
2839.0,40.88,9.48,9.15,9.36,92.76,2.87,3.57,1061.27,0.06,6.85,2.54,22.3,3.66,175.01,5.71,9.99,5.38
2839.5,39.5,9.35,9.15,9.38,91.06,2.57,3.61,1058.6,0.07,7.0,2.57,25.1,3.44,181.94,5.5,8.38,5.33
2840.0,38.42,9.32,9.16,9.37,94.53,2.83,3.65,1062.51,0.05,7.22,2.56,25.64,3.25,189.46,5.28,8.81,5.26
2840.5,37.59,9.31,9.18,9.36,94.99,3.25,3.67,1070.01,0.03,7.36,2.51,23.94,3.33,192.99,5.18,11.84,5.2
2841.0,36.92,9.18,9.17,9.41,92.19,3.24,3.31,1076.33,0.07,7.31,2.46,21.85,3.55,188.67,5.3,14.55,5.26
2841.5,36.49,9.2,9.16,9.33,94.96,3.11,3.07,1079.55,0.19,7.3,2.5,21.85,3.61,176.2,5.68,12.42,5.58
2842.0,36.44,9.27,9.26,9.33,92.23,2.59,3.06,1081.29,0.33,8.13,2.58,24.16,3.49,159.22,6.28,7.56,6.34
2842.5,36.88,9.36,9.07,9.33,86.2,2.65,3.43,1082.92,0.44,10.83,2.69,27.5,3.34,138.33,7.23,1.01,7.7
2843.0,37.89,9.39,9.07,9.33,80.1,4.73,4.43,1083.85,0.46,15.89,2.81,25.05,3.28,122.74,8.15,-5.62,9.76
2843.5,39.43,9.08,9.09,9.33,68.49,13.31,11.73,1080.6,0.32,21.26,2.82,15.92,3.31,110.29,9.07,-6.39,11.86
2844.0,41.17,9.08,9.1,9.33,56.0,20.88,15.22,1069.67,0.13,24.15,2.75,9.22,3.46,106.35,9.4,-2.57,12.47
2844.5,42.46,9.08,9.1,9.28,48.97,25.11,19.14,1054.73,0.04,23.5,2.72,5.91,3.69,111.31,8.98,-0.54,10.88
2845.0,42.99,9.11,9.13,9.32,46.68,24.02,16.59,1041.58,0.01,20.22,2.7,4.42,3.96,122.87,8.14,0.51,8.37
2845.5,42.69,9.13,9.15,9.57,49.42,21.6,18.04,1033.31,-0.01,15.46,2.63,4.0,4.27,136.52,7.32,4.54,6.35
2846.0,41.55,9.13,9.22,9.8,52.14,16.53,14.49,1030.49,-0.04,10.56,2.45,4.96,3.84,147.01,6.8,15.16,5.16
2846.5,39.88,9.14,9.59,9.7,54.25,8.87,9.33,1033.64,-0.08,7.34,2.17,8.72,3.0,153.96,6.5,31.38,4.72
2847.0,38.67,10.11,9.81,9.51,62.97,3.2,3.77,1044.03,-0.04,6.67,1.97,19.97,2.51,157.63,6.34,43.22,4.96
2847.5,38.84,10.28,9.56,9.23,68.74,2.24,2.26,1058.15,0.05,8.87,1.94,34.05,2.26,157.38,6.35,44.79,6.02
2848.0,40.34,9.46,9.39,9.12,64.92,3.51,3.53,1069.38,0.18,14.42,2.15,32.57,2.27,152.45,6.56,32.56,8.27
2848.5,42.43,9.16,9.07,9.1,54.72,10.44,17.18,1072.3,0.21,22.87,2.38,24.36,2.48,140.32,7.13,19.53,12.14
2849.0,44.33,9.0,9.07,9.09,46.13,16.18,24.43,1069.57,0.17,30.5,2.56,14.34,2.94,119.38,8.38,9.01,17.21
2849.5,45.6,9.0,9.07,9.07,39.78,20.64,31.14,1066.04,0.11,34.52,2.67,6.41,3.63,95.91,10.43,2.17,21.19
2850.0,46.37,9.0,9.07,9.09,36.79,36.93,41.18,1063.3,0.04,38.36,2.7,3.28,4.15,69.32,14.43,0.86,23.35
2850.5,46.95,9.0,9.07,9.11,33.3,44.78,43.61,1062.16,0.01,45.04,2.69,2.48,4.29,52.4,19.08,1.31,24.78
2851.0,47.67,9.0,9.07,9.11,28.63,59.19,50.59,1061.54,-0.0,52.38,2.68,2.0,4.55,45.53,21.97,2.01,25.59
2851.5,48.64,9.0,9.07,9.09,25.89,54.98,42.41,1061.26,-0.0,51.72,2.67,1.79,5.01,45.33,22.06,2.11,25.06
2852.0,49.73,9.0,9.07,9.09,27.36,46.44,40.79,1060.25,-0.0,40.18,2.67,1.56,5.48,48.35,20.68,2.35,22.85
2852.5,50.82,9.0,9.07,9.09,36.5,32.75,32.25,1060.55,0.0,28.28,2.66,1.6,5.22,51.12,19.56,2.92,20.69
2853.0,51.64,9.0,9.07,9.1,54.42,21.69,20.41,1062.16,0.01,25.68,2.65,3.41,4.84,53.64,18.64,3.76,19.89
2853.5,51.91,9.0,9.07,9.12,72.4,30.58,19.33,1064.01,0.01,33.82,2.64,5.29,4.67,57.15,17.5,4.26,20.6
2854.0,51.45,9.0,9.07,9.15,83.0,39.04,26.79,1065.36,0.01,47.06,2.64,5.51,4.42,62.0,16.13,4.26,21.78
2854.5,50.26,9.0,9.07,9.15,85.92,47.51,40.14,1063.52,0.0,54.55,2.64,4.02,4.25,69.32,14.43,4.03,21.03
2855.0,48.64,9.0,9.07,9.1,81.93,50.95,47.86,1061.55,-0.01,48.88,2.64,2.62,4.31,75.46,13.25,3.92,17.57
2855.5,46.78,9.0,9.07,9.09,74.26,42.13,39.54,1058.48,-0.01,35.19,2.63,2.59,4.43,80.32,12.45,4.47,13.71
2856.0,45.27,9.0,9.09,9.09,66.23,29.06,23.6,1059.06,-0.01,23.08,2.62,3.8,4.35,85.45,11.7,5.02,11.0
2856.5,44.35,9.0,9.13,9.09,63.59,14.87,10.93,1067.19,-0.01,16.22,2.62,6.15,3.99,91.91,10.88,5.38,9.5
2857.0,43.93,9.03,9.15,9.06,67.21,11.22,7.93,1078.04,0.01,13.56,2.62,9.02,3.72,102.22,9.78,5.21,8.85
2857.5,43.97,9.13,9.14,9.06,73.98,9.99,8.55,1084.81,0.03,13.08,2.63,11.27,3.63,115.3,8.67,4.54,8.69
2858.0,44.45,9.05,9.12,9.06,78.31,8.86,6.92,1080.52,0.05,13.66,2.64,12.65,3.63,126.79,7.89,4.1,8.64
2858.5,45.19,9.0,9.12,9.06,78.1,12.03,7.25,1067.98,0.04,14.57,2.63,13.5,3.61,134.47,7.44,4.46,8.41
2859.0,45.9,9.0,9.13,9.08,76.17,14.61,7.59,1051.67,0.02,14.48,2.62,13.05,3.62,135.22,7.4,5.23,7.94
2859.5,46.47,9.0,9.17,9.07,76.78,14.02,9.66,1038.09,-0.0,12.89,2.61,11.52,3.79,126.49,7.91,6.07,7.52
2860.0,46.94,9.0,9.18,9.06,83.51,10.43,7.2,1031.65,-0.01,10.93,2.6,10.95,3.89,112.99,8.85,6.39,7.46
2860.5,47.25,9.0,9.17,9.05,93.61,7.18,6.13,1032.32,-0.0,10.45,2.59,11.91,3.75,102.34,9.77,6.78,7.9
2861.0,47.37,9.0,9.21,8.97,94.3,6.63,7.45,1039.96,-0.0,12.25,2.59,13.43,3.76,101.77,9.83,7.28,8.67
2861.5,47.29,9.0,9.23,9.07,84.69,16.85,17.9,1048.45,0.0,15.3,2.6,12.82,3.8,116.17,8.61,6.6,8.98
2862.0,47.04,9.0,9.25,9.08,71.39,21.75,21.5,1051.02,0.0,17.32,2.61,8.68,3.76,138.58,7.22,5.66,7.87
2862.5,46.89,9.0,9.29,9.08,67.93,23.45,20.56,1050.81,-0.01,15.89,2.61,5.32,3.79,174.85,5.72,6.04,5.88
2863.0,47.11,9.01,9.4,9.38,86.41,15.77,13.04,1048.36,-0.03,11.55,2.54,4.04,3.79,214.3,4.67,9.71,4.18
2863.5,47.78,9.02,9.67,9.59,125.81,12.02,9.75,1041.43,-0.06,7.1,2.4,4.82,3.51,248.59,4.02,18.11,3.14
2864.0,48.8,9.12,9.83,9.45,190.86,8.89,6.68,1030.12,-0.06,4.4,2.21,10.28,3.07,279.45,3.58,29.26,2.62
2864.5,50.08,10.04,9.77,9.31,274.82,4.44,3.01,1018.44,-0.01,3.55,2.07,21.51,2.69,302.16,3.31,37.25,2.46
2865.0,51.21,10.23,9.74,9.12,328.13,1.99,1.76,1010.52,0.09,3.81,2.09,31.05,2.46,320.83,3.12,36.26,2.55
2865.5,51.6,9.85,9.12,9.15,298.59,2.15,1.82,1004.78,0.19,4.4,2.2,34.52,2.39,327.49,3.05,29.6,2.83
2866.0,50.96,9.02,9.12,9.26,221.29,2.37,2.13,1006.11,0.19,4.83,2.27,33.49,2.4,313.9,3.19,25.63,3.24
2866.5,49.44,8.7,9.2,9.43,153.14,2.57,2.31,1016.09,0.14,5.05,2.31,32.25,2.58,280.63,3.56,23.67,3.75
2867.0,47.84,8.69,9.21,10.18,116.06,2.69,2.59,1034.48,0.09,5.43,2.33,31.86,2.87,242.42,4.13,22.23,4.32
2867.5,46.67,8.98,9.39,10.47,97.55,2.51,2.87,1053.04,0.08,6.2,2.36,32.98,3.11,203.7,4.91,20.76,4.88
2868.0,45.98,9.78,9.72,10.54,86.14,2.48,3.22,1063.19,0.12,7.15,2.41,30.38,3.27,183.18,5.46,17.68,5.23
2868.5,45.48,9.84,10.21,11.09,74.92,2.57,3.36,1063.99,0.15,7.58,2.46,24.69,3.44,177.22,5.64,14.65,5.15
2869.0,44.92,9.85,10.8,11.77,70.9,2.5,3.16,1055.97,0.11,6.94,2.41,21.76,3.55,183.43,5.45,17.79,4.72
2869.5,44.33,10.69,11.29,11.69,73.79,2.25,2.81,1045.66,0.05,5.79,2.25,23.89,3.33,199.1,5.02,26.78,4.2
2870.0,43.93,11.36,11.4,12.02,76.69,1.94,2.55,1038.1,0.06,4.85,2.16,29.69,2.95,219.99,4.55,32.45,3.76
2870.5,43.71,11.15,11.4,12.22,79.0,2.02,2.45,1035.56,0.14,4.36,2.2,31.0,2.72,242.57,4.12,29.71,3.47
2871.0,43.57,11.29,11.41,12.3,84.85,2.18,2.45,1035.7,0.19,4.19,2.29,28.56,2.69,263.22,3.8,24.83,3.31
2871.5,43.61,11.48,11.39,10.87,94.13,2.12,2.25,1038.29,0.18,4.11,2.29,27.76,2.73,274.89,3.64,24.34,3.3
2872.0,43.78,11.38,10.23,9.92,101.48,2.01,2.14,1044.68,0.16,3.82,2.24,28.99,2.74,275.89,3.62,27.27,3.42
2872.5,43.96,11.23,8.84,9.27,101.43,1.81,1.9,1053.32,0.19,3.2,2.2,33.57,2.71,265.36,3.77,29.63,3.7
2873.0,44.17,9.48,8.61,9.26,100.49,1.69,1.82,1060.96,0.3,2.65,2.27,39.09,2.65,244.39,4.09,25.91,4.17
2873.5,44.55,8.95,8.59,9.26,96.43,1.67,1.84,1064.24,0.35,3.21,2.38,41.24,2.63,219.58,4.55,19.58,4.83
2874.0,45.44,8.95,8.66,9.33,86.51,2.32,2.64,1065.04,0.24,4.71,2.37,40.32,2.66,194.03,5.15,19.76,5.61
2874.5,47.17,8.95,8.88,9.36,81.06,3.7,3.68,1063.95,0.14,6.28,2.39,37.37,2.8,174.14,5.74,18.68,6.31
2875.0,49.55,8.95,8.9,9.39,82.42,5.48,4.88,1062.34,0.11,7.52,2.48,30.5,3.02,163.11,6.13,13.24,6.62
2875.5,51.67,8.99,8.89,9.39,89.29,7.12,5.56,1062.56,0.08,8.09,2.57,22.52,3.27,162.27,6.16,8.29,6.34
2876.0,52.53,9.1,8.88,9.38,89.4,7.87,6.26,1067.81,0.04,7.88,2.6,16.99,3.61,172.01,5.81,6.49,5.57
2876.5,52.13,9.13,8.9,9.47,88.47,7.07,6.1,1078.56,-0.01,6.93,2.52,13.91,3.49,189.42,5.28,11.12,4.63
2877.0,50.8,9.14,9.4,9.75,93.97,5.09,5.18,1085.81,-0.07,5.61,2.26,12.87,2.66,208.38,4.8,26.28,3.84
2877.5,49.14,9.45,9.83,9.9,101.67,3.02,3.6,1086.8,-0.14,4.5,1.9,15.74,1.96,224.2,4.46,47.57,3.33
2878.0,47.88,11.25,10.8,9.71,107.02,2.0,2.49,1079.85,-0.1,4.12,1.71,22.93,1.69,239.48,4.18,58.75,3.11
2878.5,47.32,11.41,11.09,9.55,102.49,1.94,2.09,1069.7,-0.03,4.31,1.72,31.46,1.63,253.62,3.94,57.7,3.1
2879.0,47.2,9.92,10.99,9.49,102.9,2.13,2.13,1063.56,-0.0,4.64,1.85,33.91,1.69,269.95,3.7,50.35,3.22
2879.5,46.9,9.65,10.36,9.41,116.25,2.26,2.31,1062.89,0.0,4.63,2.03,32.52,2.05,282.57,3.54,39.75,3.34
2880.0,46.56,9.38,10.41,9.78,119.82,2.1,2.31,1068.93,0.02,4.39,2.16,30.07,2.62,286.37,3.49,32.08,3.39
2880.5,46.57,9.42,10.43,10.42,118.66,1.92,2.23,1075.9,0.07,4.12,2.2,30.23,2.86,282.42,3.54,30.02,3.38
2881.0,46.5,9.5,10.64,11.0,116.7,1.85,2.14,1079.51,0.16,4.05,2.23,31.32,2.74,270.48,3.7,28.28,3.36
2881.5,45.79,9.45,10.94,11.0,110.52,1.94,2.1,1077.39,0.27,4.16,2.28,31.13,2.65,260.62,3.84,25.31,3.39
2882.0,44.56,9.43,11.67,11.02,109.18,1.99,2.14,1074.76,0.32,4.32,2.3,30.88,2.59,250.04,4.0,24.22,3.49
2882.5,43.39,10.13,12.38,10.22,114.16,2.04,2.18,1078.1,0.31,4.37,2.3,32.4,2.53,236.7,4.22,24.07,3.69
2883.0,42.49,10.6,12.59,9.26,110.54,2.07,2.24,1083.77,0.23,4.33,2.27,33.79,2.52,219.52,4.56,25.75,4.06
2883.5,41.94,11.28,12.73,9.2,101.42,2.11,2.16,1087.39,0.15,4.46,2.21,34.34,2.55,198.08,5.05,29.13,4.72
2884.0,41.37,11.32,12.52,9.05,99.11,2.08,2.06,1087.42,0.09,5.14,2.09,38.02,2.51,177.48,5.63,36.18,5.84
2884.5,40.34,10.68,9.19,9.06,101.19,2.85,2.49,1086.05,0.09,6.29,1.94,44.16,2.37,158.91,6.29,45.24,7.36
2885.0,38.98,8.89,9.18,9.32,95.18,3.64,3.22,1084.06,0.17,8.69,1.88,38.47,2.19,143.77,6.96,48.4,9.03
2885.5,38.0,8.93,9.24,9.18,80.72,4.59,4.57,1083.46,0.29,10.9,2.0,30.02,2.11,134.23,7.45,41.6,9.73
2886.0,37.18,8.95,9.32,9.32,71.04,5.34,7.31,1085.33,0.34,11.63,2.17,25.76,2.11,126.56,7.9,31.54,9.18
2886.5,35.88,9.0,9.41,9.57,68.41,7.16,9.3,1087.94,0.21,10.73,2.22,24.28,2.09,123.92,8.07,28.37,8.23
2887.0,33.99,9.0,9.26,9.29,73.71,7.71,9.37,1088.41,0.07,9.51,2.15,23.6,2.25,127.17,7.86,32.63,7.48
2887.5,31.89,9.0,9.1,8.95,81.26,8.61,9.39,1083.53,0.1,8.56,2.07,26.25,2.41,135.46,7.38,37.14,6.98
2888.0,30.15,8.85,9.07,8.91,88.03,6.7,8.04,1075.76,0.27,7.67,2.16,29.14,2.45,145.52,6.87,32.02,6.63
2888.5,28.93,8.79,8.99,8.97,90.64,5.25,6.95,1067.33,0.38,7.01,2.34,27.67,2.46,154.64,6.47,21.38,6.34
2889.0,28.01,8.78,8.91,8.99,87.27,3.22,4.26,1064.69,0.27,7.04,2.43,24.99,2.55,161.29,6.2,16.58,6.14
2889.5,27.06,8.81,8.86,8.99,85.05,3.14,3.8,1069.9,0.12,7.63,2.48,26.27,2.91,164.88,6.07,13.41,6.06
2890.0,25.53,8.81,8.74,8.92,85.04,6.87,8.05,1077.25,0.05,8.04,2.5,27.68,3.41,166.92,5.99,12.2,6.13
2890.5,23.49,8.82,8.74,8.9,72.69,10.69,13.18,1082.79,0.04,7.94,2.47,24.68,3.34,167.85,5.96,14.1,6.31
2891.0,21.17,8.72,8.77,8.91,58.23,11.92,15.38,1082.7,0.05,7.55,2.44,22.03,2.99,167.77,5.96,15.95,6.5
2891.5,18.41,8.69,8.79,8.93,57.96,9.2,12.95,1076.92,0.03,7.05,2.39,23.18,2.83,167.69,5.96,18.43,6.54
2892.0,15.29,8.7,8.79,8.9,65.49,6.63,9.45,1069.22,0.01,6.58,2.36,23.4,2.88,167.71,5.96,20.27,6.35
2892.5,11.96,8.62,8.79,8.9,69.04,6.27,8.53,1065.65,0.01,6.23,2.35,21.63,2.98,168.2,5.95,20.85,6.04
2893.0,8.52,8.56,8.78,8.89,67.99,5.91,7.58,1065.93,0.02,6.39,2.36,21.91,2.93,171.14,5.84,20.71,5.82
2893.5,5.26,8.52,8.78,8.87,67.9,4.83,6.25,1068.94,0.05,7.73,2.37,24.36,2.81,177.99,5.62,19.73,5.81
2894.0,1.04,8.52,8.83,8.89,63.41,3.89,5.41,1073.91,0.08,10.49,2.39,28.66,2.75,189.23,5.28,18.89,5.95
2894.5,-4.77,8.52,8.82,8.9,52.66,3.94,5.97,1073.94,0.09,13.79,2.39,30.2,2.78,197.94,5.05,18.74,6.06
2895.0,-11.14,8.53,8.82,8.91,40.35,4.07,7.04,1066.6,0.07,15.67,2.37,25.82,2.81,202.96,4.93,19.98,5.97
2895.5,-16.42,8.63,8.83,8.93,33.33,4.46,7.78,1059.56,0.06,15.58,2.33,20.99,2.69,203.37,4.92,22.02,5.66
2896.0,-19.79,8.63,8.83,8.98,29.89,4.64,8.18,1060.41,0.04,14.4,2.3,18.9,2.55,199.94,5.0,24.16,5.28
2896.5,-21.85,8.63,8.83,8.9,28.97,4.92,8.34,1065.48,0.02,12.76,2.26,18.0,2.47,197.01,5.08,26.14,4.96
2897.0,-23.37,8.63,8.82,8.91,30.23,5.02,8.6,1071.55,0.02,11.17,2.23,16.91,2.41,200.68,4.98,28.05,4.75
2897.5,-24.42,8.63,8.83,8.94,31.91,5.15,8.49,1077.4,0.02,10.32,2.21,16.57,2.38,214.9,4.65,29.33,4.59
2898.0,-24.83,8.65,8.83,8.9,33.51,5.56,8.64,1077.38,0.04,10.5,2.22,19.17,2.33,246.45,4.06,28.59,4.33
2898.5,-24.25,8.68,8.85,8.9,35.96,6.46,9.49,1070.62,0.06,11.12,2.28,23.5,2.32,286.49,3.49,25.07,3.87
2899.0,-23.43,8.68,8.98,8.9,37.1,7.05,11.02,1061.03,0.08,11.1,2.37,23.69,2.48,315.36,3.17,20.13,3.3
2899.5,-23.71,8.69,9.01,8.9,32.94,6.77,11.0,1059.45,0.06,9.87,2.39,19.62,2.85,343.11,2.91,18.92,2.8
2900.0,-24.71,8.68,9.11,8.9,27.09,5.75,9.66,1071.75,0.02,7.98,2.33,16.95,3.17,364.72,2.74,22.09,2.47
2900.5,-24.73,8.68,9.21,8.93,27.93,4.87,7.62,1094.44,0.01,6.29,2.28,17.77,3.27,381.34,2.62,25.34,2.31
2901.0,-23.07,8.68,9.23,8.9,33.12,4.42,6.87,1116.49,0.01,5.34,2.25,21.28,3.22,397.76,2.51,26.89,2.3
2901.5,-20.8,8.68,9.23,8.92,37.1,4.16,6.34,1127.87,0.02,5.44,2.25,24.27,3.11,404.0,2.48,26.89,2.43
2902.0,-19.78,8.68,9.21,8.9,38.66,4.18,6.34,1129.16,0.04,6.97,2.27,27.03,3.07,401.55,2.49,25.83,2.66
2902.5,-20.68,8.62,8.99,8.9,38.07,4.15,6.14,1121.99,0.07,9.73,2.3,30.86,3.07,389.05,2.57,23.69,2.97
2903.0,-22.83,8.55,8.93,8.9,35.96,4.3,6.33,1110.88,0.07,12.75,2.33,30.42,3.07,366.4,2.73,22.12,3.28
2903.5,-25.59,8.45,8.87,8.9,32.32,4.97,7.56,1097.14,0.05,14.14,2.33,23.59,3.02,339.98,2.94,22.14,3.5
2904.0,-27.95,8.4,8.86,8.9,29.05,5.61,8.97,1081.14,0.02,12.45,2.32,16.72,2.86,315.06,3.17,22.8,3.57
2904.5,-28.71,8.37,8.85,8.9,29.78,5.93,9.29,1063.38,0.01,9.64,2.31,14.52,2.58,300.12,3.33,23.48,3.52
